ZIP_CODE,Load Zone,Utility
12736,NYSEG in All Zones,New York State Electric & Gas Corporation
12741,NYSEG in All Zones,New York State Electric & Gas Corporation
12454,NYSEG in All Zones,New York State Electric & Gas Corporation
12760,NYSEG in All Zones,New York State Electric & Gas Corporation
12765,NYSEG in All Zones,New York State Electric & Gas Corporation
12769,NYSEG in All Zones,New York State Electric & Gas Corporation
13457,NYSEG in All Zones,New York State Electric & Gas Corporation
13035,NYSEG in All Zones,New York State Electric & Gas Corporation
13124,NYSEG in All Zones,New York State Electric & Gas Corporation
13318,NYSEG in All Zones,New York State Electric & Gas Corporation
13332,NYSEG in All Zones,New York State Electric & Gas Corporation
13342,NYSEG in All Zones,New York State Electric & Gas Corporation
13361,NYSEG in All Zones,New York State Electric & Gas Corporation
13754,NYSEG in All Zones,New York State Electric & Gas Corporation
13757,NYSEG in All Zones,New York State Electric & Gas Corporation
13774,NYSEG in All Zones,New York State Electric & Gas Corporation
13775,NYSEG in All Zones,New York State Electric & Gas Corporation
13843,NYSEG in All Zones,New York State Electric & Gas Corporation
13844,NYSEG in All Zones,New York State Electric & Gas Corporation
13846,NYSEG in All Zones,New York State Electric & Gas Corporation
12912,NYSEG in All Zones,New York State Electric & Gas Corporation
12943,NYSEG in All Zones,New York State Electric & Gas Corporation
12952,NYSEG in All Zones,New York State Electric & Gas Corporation
12985,NYSEG in All Zones,New York State Electric & Gas Corporation
12987,NYSEG in All Zones,New York State Electric & Gas Corporation
10507,NYSEG in All Zones,New York State Electric & Gas Corporation
10524,NYSEG in All Zones,New York State Electric & Gas Corporation
10536,NYSEG in All Zones,New York State Electric & Gas Corporation
10540,NYSEG in All Zones,New York State Electric & Gas Corporation
10541,NYSEG in All Zones,New York State Electric & Gas Corporation
10549,NYSEG in All Zones,New York State Electric & Gas Corporation
13029,NGRID in All Zones,Niagara Mohawk Power Corporation
13057,NGRID in All Zones,Niagara Mohawk Power Corporation
13074,NGRID in All Zones,Niagara Mohawk Power Corporation
13080,NGRID in All Zones,Niagara Mohawk Power Corporation
13083,NGRID in All Zones,Niagara Mohawk Power Corporation
13084,NGRID in All Zones,Niagara Mohawk Power Corporation
13103,NGRID in All Zones,Niagara Mohawk Power Corporation
13126,NGRID in All Zones,Niagara Mohawk Power Corporation
13135,NGRID in All Zones,Niagara Mohawk Power Corporation
13207,NGRID in All Zones,Niagara Mohawk Power Corporation
12952,NGRID in All Zones,Niagara Mohawk Power Corporation
12957,NGRID in All Zones,Niagara Mohawk Power Corporation
12967,NGRID in All Zones,Niagara Mohawk Power Corporation
12986,NGRID in All Zones,Niagara Mohawk Power Corporation
13072,NGRID in All Zones,Niagara Mohawk Power Corporation
13136,NGRID in All Zones,Niagara Mohawk Power Corporation
13155,NGRID in All Zones,Niagara Mohawk Power Corporation
13303,NGRID in All Zones,Niagara Mohawk Power Corporation
13313,NGRID in All Zones,Niagara Mohawk Power Corporation
13352,NGRID in All Zones,Niagara Mohawk Power Corporation
13416,NGRID in All Zones,Niagara Mohawk Power Corporation
13439,NGRID in All Zones,Niagara Mohawk Power Corporation
13442,NGRID in All Zones,Niagara Mohawk Power Corporation
13488,NGRID in All Zones,Niagara Mohawk Power Corporation
13495,NGRID in All Zones,Niagara Mohawk Power Corporation
13502,NGRID in All Zones,Niagara Mohawk Power Corporation
13504,NGRID in All Zones,Niagara Mohawk Power Corporation
13599,NGRID in All Zones,Niagara Mohawk Power Corporation
13616,NGRID in All Zones,Niagara Mohawk Power Corporation
13632,NGRID in All Zones,Niagara Mohawk Power Corporation
13643,NGRID in All Zones,Niagara Mohawk Power Corporation
13646,NGRID in All Zones,Niagara Mohawk Power Corporation
13652,NGRID in All Zones,Niagara Mohawk Power Corporation
13658,NGRID in All Zones,Niagara Mohawk Power Corporation
13673,NGRID in All Zones,Niagara Mohawk Power Corporation
13695,NGRID in All Zones,Niagara Mohawk Power Corporation
13699,NGRID in All Zones,Niagara Mohawk Power Corporation
12913,NGRID in All Zones,Niagara Mohawk Power Corporation
12929,NGRID in All Zones,Niagara Mohawk Power Corporation
12941,NGRID in All Zones,Niagara Mohawk Power Corporation
14202,NGRID in All Zones,Niagara Mohawk Power Corporation
14203,NGRID in All Zones,Niagara Mohawk Power Corporation
14205,NGRID in All Zones,Niagara Mohawk Power Corporation
14211,NGRID in All Zones,Niagara Mohawk Power Corporation
14213,NGRID in All Zones,Niagara Mohawk Power Corporation
14240,NGRID in All Zones,Niagara Mohawk Power Corporation
14241,NGRID in All Zones,Niagara Mohawk Power Corporation
14280,NGRID in All Zones,Niagara Mohawk Power Corporation
14454,NGRID in All Zones,Niagara Mohawk Power Corporation
14481,NGRID in All Zones,Niagara Mohawk Power Corporation
14487,NGRID in All Zones,Niagara Mohawk Power Corporation
14512,NGRID in All Zones,Niagara Mohawk Power Corporation
14787,NGRID in All Zones,Niagara Mohawk Power Corporation
14529,NGRID in All Zones,Niagara Mohawk Power Corporation
14546,NGRID in All Zones,Niagara Mohawk Power Corporation
14560,NGRID in All Zones,Niagara Mohawk Power Corporation
14569,NGRID in All Zones,Niagara Mohawk Power Corporation
14591,NGRID in All Zones,Niagara Mohawk Power Corporation
14714,NGRID in All Zones,Niagara Mohawk Power Corporation
14718,NGRID in All Zones,Niagara Mohawk Power Corporation
14719,NGRID in All Zones,Niagara Mohawk Power Corporation
14747,NGRID in All Zones,Niagara Mohawk Power Corporation
14752,NGRID in All Zones,Niagara Mohawk Power Corporation
14757,NGRID in All Zones,Niagara Mohawk Power Corporation
14029,NGRID in All Zones,Niagara Mohawk Power Corporation
14061,NGRID in All Zones,Niagara Mohawk Power Corporation
14126,NGRID in All Zones,Niagara Mohawk Power Corporation
12010,NGRID in All Zones,Niagara Mohawk Power Corporation
12045,NGRID in All Zones,Niagara Mohawk Power Corporation
12050,NGRID in All Zones,Niagara Mohawk Power Corporation
12059,NGRID in All Zones,Niagara Mohawk Power Corporation
12067,NGRID in All Zones,Niagara Mohawk Power Corporation
12074,NGRID in All Zones,Niagara Mohawk Power Corporation
12090,NGRID in All Zones,Niagara Mohawk Power Corporation
12094,NGRID in All Zones,Niagara Mohawk Power Corporation
12122,NGRID in All Zones,Niagara Mohawk Power Corporation
12131,NGRID in All Zones,Niagara Mohawk Power Corporation
12137,NGRID in All Zones,Niagara Mohawk Power Corporation
12583,NGRID in All Zones,Niagara Mohawk Power Corporation
12155,NGRID in All Zones,Niagara Mohawk Power Corporation
12160,NGRID in All Zones,Niagara Mohawk Power Corporation
12194,NGRID in All Zones,Niagara Mohawk Power Corporation
12196,NGRID in All Zones,Niagara Mohawk Power Corporation
12204,NGRID in All Zones,Niagara Mohawk Power Corporation
12222,NGRID in All Zones,Niagara Mohawk Power Corporation
12231,NGRID in All Zones,Niagara Mohawk Power Corporation
12237,NGRID in All Zones,Niagara Mohawk Power Corporation
12238,NGRID in All Zones,Niagara Mohawk Power Corporation
12240,NGRID in All Zones,Niagara Mohawk Power Corporation
12808,NGRID in All Zones,Niagara Mohawk Power Corporation
12831,NGRID in All Zones,Niagara Mohawk Power Corporation
12839,NGRID in All Zones,Niagara Mohawk Power Corporation
13459,NGRID in All Zones,Niagara Mohawk Power Corporation
12859,NGRID in All Zones,Niagara Mohawk Power Corporation
12866,NGRID in All Zones,Niagara Mohawk Power Corporation
12526,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12538,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12543,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12551,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12566,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12572,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12404,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12412,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12458,CHGE in Zone G,Central Hudson Gas & Electric Corporation
13074,RGE in Zone B,Rochester Gas and Electric Corporation
13146,RGE in Zone B,Rochester Gas and Electric Corporation
14130,RGE in Zone B,Rochester Gas and Electric Corporation
14425,RGE in Zone B,Rochester Gas and Electric Corporation
14443,RGE in Zone B,Rochester Gas and Electric Corporation
12208,NGRID in All Zones,Niagara Mohawk Power Corporation
12239,NGRID in All Zones,Niagara Mohawk Power Corporation
12244,NGRID in All Zones,Niagara Mohawk Power Corporation
12302,NGRID in All Zones,Niagara Mohawk Power Corporation
12306,NGRID in All Zones,Niagara Mohawk Power Corporation
12345,NGRID in All Zones,Niagara Mohawk Power Corporation
12810,NGRID in All Zones,Niagara Mohawk Power Corporation
12817,NGRID in All Zones,Niagara Mohawk Power Corporation
12823,NGRID in All Zones,Niagara Mohawk Power Corporation
12828,NGRID in All Zones,Niagara Mohawk Power Corporation
12835,NGRID in All Zones,Niagara Mohawk Power Corporation
12847,NGRID in All Zones,Niagara Mohawk Power Corporation
13747,NGRID in All Zones,Niagara Mohawk Power Corporation
12857,NGRID in All Zones,Niagara Mohawk Power Corporation
12862,NGRID in All Zones,Niagara Mohawk Power Corporation
12886,NGRID in All Zones,Niagara Mohawk Power Corporation
13407,All NGRID Gas Zones,Niagara Mohawk Power Corporation
13408,All NGRID Gas Zones,Niagara Mohawk Power Corporation
13409,All NGRID Gas Zones,Niagara Mohawk Power Corporation
13410,All NGRID Gas Zones,Niagara Mohawk Power Corporation
13413,All NGRID Gas Zones,Niagara Mohawk Power Corporation
13317,NGRID in All Zones,Niagara Mohawk Power Corporation
10185,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10242,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10265,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10270,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10278,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10279,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10281,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10307,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10308,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11003,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11022,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11102,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11201,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11206,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11217,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11220,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11226,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11247,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11356,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11359,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11361,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11371,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11373,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11379,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11385,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11405,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10023,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10028,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10034,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10036,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10039,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10055,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10082,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10102,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10103,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10112,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10124,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10129,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10130,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10131,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10160,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11417,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11436,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11559,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10510,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10522,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10580,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
13417,All NGRID Gas Zones,Niagara Mohawk Power Corporation
13421,All NGRID Gas Zones,Niagara Mohawk Power Corporation
13424,All NGRID Gas Zones,Niagara Mohawk Power Corporation
13426,All NGRID Gas Zones,Niagara Mohawk Power Corporation
11042,LIPA in Zone J,Long Island Power Authority
11096,LIPA in Zone J,Long Island Power Authority
11581,LIPA in Zone J,Long Island Power Authority
11694,LIPA in Zone J,Long Island Power Authority
12124,NGRID in Zone G,Niagara Mohawk Power Corporation
12424,CHGE in Zone E,Central Hudson Gas & Electric Corporation
12468,CHGE in Zone E,Central Hudson Gas & Electric Corporation
12483,CHGE in Zone E,Central Hudson Gas & Electric Corporation
12504,NGRID in Zone G,Niagara Mohawk Power Corporation
12534,NGRID in Zone G,Niagara Mohawk Power Corporation
12812,NGRID in Zone D,Niagara Mohawk Power Corporation
12847,NGRID in Zone D,Niagara Mohawk Power Corporation
12851,NGRID in Zone D,Niagara Mohawk Power Corporation
12855,NGRID in Zone D,Niagara Mohawk Power Corporation
12913,NGRID in Zone D,Niagara Mohawk Power Corporation
12953,NGRID in Zone D,Niagara Mohawk Power Corporation
13033,RGE in Zone C,Rochester Gas and Electric Corporation
13112,RGE in Zone C,Rochester Gas and Electric Corporation
13331,NGRID in Zone D,Niagara Mohawk Power Corporation
13367,NGRID in Zone D,Niagara Mohawk Power Corporation
14024,NYSEG in Zone B,New York State Electric & Gas Corporation
14468,RGE in Zone A,Rochester Gas and Electric Corporation
14506,RGE in Zone A,Rochester Gas and Electric Corporation
14512,RGE in Zone C,Rochester Gas and Electric Corporation
14530,NYSEG in Zone B,New York State Electric & Gas Corporation
14556,NYSEG in Zone B,New York State Electric & Gas Corporation
14624,RGE in Zone A,Rochester Gas and Electric Corporation
14735,RGE in Zone A,Rochester Gas and Electric Corporation
14737,RGE in Zone A,Rochester Gas and Electric Corporation
14739,RGE in Zone A,Rochester Gas and Electric Corporation
12561,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12577,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12581,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12584,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12402,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12463,CHGE in All Zones,Central Hudson Gas & Electric Corporation
10924,CHGE in All Zones,Central Hudson Gas & Electric Corporation
10981,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12042,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12051,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12120,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12466,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12471,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12489,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12498,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12503,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12511,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12517,CHGE in All Zones,Central Hudson Gas & Electric Corporation
11002,LIPA in All Zones,Long Island Power Authority
11022,LIPA in All Zones,Long Island Power Authority
11030,LIPA in All Zones,Long Island Power Authority
11041,LIPA in All Zones,Long Island Power Authority
11042,LIPA in All Zones,Long Island Power Authority
544,LIPA in All Zones,Long Island Power Authority
11789,LIPA in All Zones,Long Island Power Authority
11791,LIPA in All Zones,Long Island Power Authority
11855,LIPA in All Zones,Long Island Power Authority
11953,LIPA in All Zones,Long Island Power Authority
11954,LIPA in All Zones,Long Island Power Authority
11960,LIPA in All Zones,Long Island Power Authority
11967,LIPA in All Zones,Long Island Power Authority
11509,LIPA in All Zones,Long Island Power Authority
11542,LIPA in All Zones,Long Island Power Authority
11549,LIPA in All Zones,Long Island Power Authority
11561,LIPA in All Zones,Long Island Power Authority
11565,LIPA in All Zones,Long Island Power Authority
11571,LIPA in All Zones,Long Island Power Authority
11582,LIPA in All Zones,Long Island Power Authority
11595,LIPA in All Zones,Long Island Power Authority
11704,LIPA in All Zones,Long Island Power Authority
11705,LIPA in All Zones,Long Island Power Authority
11709,LIPA in All Zones,Long Island Power Authority
11732,LIPA in All Zones,Long Island Power Authority
11750,LIPA in All Zones,Long Island Power Authority
11752,LIPA in All Zones,Long Island Power Authority
11755,LIPA in All Zones,Long Island Power Authority
11763,LIPA in All Zones,Long Island Power Authority
11774,LIPA in All Zones,Long Island Power Authority
11778,LIPA in All Zones,Long Island Power Authority
11784,LIPA in All Zones,Long Island Power Authority
10917,ORU in All Zones,"Orange and Rockland Utilities, Inc."
10921,ORU in All Zones,"Orange and Rockland Utilities, Inc."
10928,ORU in All Zones,"Orange and Rockland Utilities, Inc."
10968,ORU in All Zones,"Orange and Rockland Utilities, Inc."
10969,ORU in All Zones,"Orange and Rockland Utilities, Inc."
10976,ORU in All Zones,"Orange and Rockland Utilities, Inc."
10998,ORU in All Zones,"Orange and Rockland Utilities, Inc."
12566,ORU in All Zones,"Orange and Rockland Utilities, Inc."
12586,ORU in All Zones,"Orange and Rockland Utilities, Inc."
12719,ORU in All Zones,"Orange and Rockland Utilities, Inc."
12732,ORU in All Zones,"Orange and Rockland Utilities, Inc."
12784,ORU in All Zones,"Orange and Rockland Utilities, Inc."
12879,NGRID in All Zones,Niagara Mohawk Power Corporation
13080,RGE in All Zones,Rochester Gas and Electric Corporation
13156,RGE in All Zones,Rochester Gas and Electric Corporation
14420,RGE in All Zones,Rochester Gas and Electric Corporation
14430,RGE in All Zones,Rochester Gas and Electric Corporation
14504,RGE in All Zones,Rochester Gas and Electric Corporation
14520,RGE in All Zones,Rochester Gas and Electric Corporation
14526,RGE in All Zones,Rochester Gas and Electric Corporation
14536,RGE in All Zones,Rochester Gas and Electric Corporation
14551,RGE in All Zones,Rochester Gas and Electric Corporation
14564,RGE in All Zones,Rochester Gas and Electric Corporation
14580,RGE in All Zones,Rochester Gas and Electric Corporation
14590,RGE in All Zones,Rochester Gas and Electric Corporation
14603,RGE in All Zones,Rochester Gas and Electric Corporation
14624,RGE in All Zones,Rochester Gas and Electric Corporation
14653,RGE in All Zones,Rochester Gas and Electric Corporation
14735,RGE in All Zones,Rochester Gas and Electric Corporation
14739,RGE in All Zones,Rochester Gas and Electric Corporation
14060,RGE in All Zones,Rochester Gas and Electric Corporation
14066,RGE in All Zones,Rochester Gas and Electric Corporation
14537,NYSEG in All Zones,New York State Electric & Gas Corporation
12541,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12542,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12548,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12552,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12581,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12603,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12401,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12418,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12420,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12421,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12423,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12430,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12433,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12440,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12451,CHGE in Zone G,Central Hudson Gas & Electric Corporation
12769,CHGE in Zone G,Central Hudson Gas & Electric Corporation
13033,RGE in Zone B,Rochester Gas and Electric Corporation
13093,RGE in Zone B,Rochester Gas and Electric Corporation
14133,RGE in Zone B,Rochester Gas and Electric Corporation
14427,RGE in Zone B,Rochester Gas and Electric Corporation
14467,RGE in Zone B,Rochester Gas and Electric Corporation
14512,RGE in Zone B,Rochester Gas and Electric Corporation
14519,RGE in Zone B,Rochester Gas and Electric Corporation
14520,RGE in Zone B,Rochester Gas and Electric Corporation
14526,RGE in Zone B,Rochester Gas and Electric Corporation
14786,RGE in Zone B,Rochester Gas and Electric Corporation
14539,RGE in Zone B,Rochester Gas and Electric Corporation
14564,RGE in Zone B,Rochester Gas and Electric Corporation
14604,RGE in Zone B,Rochester Gas and Electric Corporation
14621,RGE in Zone B,Rochester Gas and Electric Corporation
14646,RGE in Zone B,Rochester Gas and Electric Corporation
14714,RGE in Zone B,Rochester Gas and Electric Corporation
14717,RGE in Zone B,Rochester Gas and Electric Corporation
14744,RGE in Zone B,Rochester Gas and Electric Corporation
12878,NGRID in All Zones,Niagara Mohawk Power Corporation
10166,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10174,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10249,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10268,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10282,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10305,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10313,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10452,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10464,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10475,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10499,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11002,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11101,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11105,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11106,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11203,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11224,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11225,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11242,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11245,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11362,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11375,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10047,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10072,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10087,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10104,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10117,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10118,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10119,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10120,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10155,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10159,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11411,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11413,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11418,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11426,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11430,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11432,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10506,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10706,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10707,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10803,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
10520,ConEd in All Zones,"Consolidated Edison Company of New York, Inc."
11005,LIPA in Zone J,Long Island Power Authority
11041,LIPA in Zone J,Long Island Power Authority
11422,LIPA in Zone J,Long Island Power Authority
11580,LIPA in Zone J,Long Island Power Authority
12007,NGRID in Zone G,Niagara Mohawk Power Corporation
12033,NGRID in Zone G,Niagara Mohawk Power Corporation
12050,NGRID in Zone G,Niagara Mohawk Power Corporation
12435,CHGE in Zone E,Central Hudson Gas & Electric Corporation
12541,NGRID in Zone G,Niagara Mohawk Power Corporation
12567,NGRID in Zone G,Niagara Mohawk Power Corporation
12769,ORU in Zone E,"Orange and Rockland Utilities, Inc."
12852,NGRID in Zone D,Niagara Mohawk Power Corporation
12941,NGRID in Zone D,Niagara Mohawk Power Corporation
12943,NGRID in Zone D,Niagara Mohawk Power Corporation
12986,NGRID in Zone D,Niagara Mohawk Power Corporation
13113,RGE in Zone C,Rochester Gas and Electric Corporation
13649,NGRID in Zone D,Niagara Mohawk Power Corporation
14424,NYSEG in Zone B,New York State Electric & Gas Corporation
14432,NYSEG in Zone B,New York State Electric & Gas Corporation
14437,NYSEG in Zone B,New York State Electric & Gas Corporation
14454,RGE in Zone A,Rochester Gas and Electric Corporation
14461,NYSEG in Zone B,New York State Electric & Gas Corporation
14471,RGE in Zone C,Rochester Gas and Electric Corporation
14505,NYSEG in Zone B,New York State Electric & Gas Corporation
14539,RGE in Zone A,Rochester Gas and Electric Corporation
14568,NYSEG in Zone B,New York State Electric & Gas Corporation
14592,RGE in Zone A,Rochester Gas and Electric Corporation
14653,RGE in Zone A,Rochester Gas and Electric Corporation
14786,RGE in Zone A,Rochester Gas and Electric Corporation
12537,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12538,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12546,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12572,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12722,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12404,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12405,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12419,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12427,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12446,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12449,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12453,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12460,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12461,CHGE in All Zones,Central Hudson Gas & Electric Corporation
10930,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12506,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12516,CHGE in All Zones,Central Hudson Gas & Electric Corporation
12518,CHGE in All Zones,Central Hudson Gas & Electric Corporation
11003,LIPA in All Zones,Long Island Power Authority
11005,LIPA in All Zones,Long Island Power Authority
11010,LIPA in All Zones,Long Island Power Authority
11021,LIPA in All Zones,Long Island Power Authority
11363,LIPA in All Zones,Long Island Power Authority
11797,LIPA in All Zones,Long Island Power Authority
11931,LIPA in All Zones,Long Island Power Authority
11944,LIPA in All Zones,Long Island Power Authority
11951,LIPA in All Zones,Long Island Power Authority
11952,LIPA in All Zones,Long Island Power Authority
11956,LIPA in All Zones,Long Island Power Authority
11964,LIPA in All Zones,Long Island Power Authority
11970,LIPA in All Zones,Long Island Power Authority
11973,LIPA in All Zones,Long Island Power Authority
11510,LIPA in All Zones,Long Island Power Authority
11535,LIPA in All Zones,Long Island Power Authority
11545,LIPA in All Zones,Long Island Power Authority
11554,LIPA in All Zones,Long Island Power Authority
11558,LIPA in All Zones,Long Island Power Authority
11570,LIPA in All Zones,Long Island Power Authority
11693,LIPA in All Zones,Long Island Power Authority
11702,LIPA in All Zones,Long Island Power Authority
11713,LIPA in All Zones,Long Island Power Authority
11718,LIPA in All Zones,Long Island Power Authority
11726,LIPA in All Zones,Long Island Power Authority
11747,LIPA in All Zones,Long Island Power Authority
11754,LIPA in All Zones,Long Island Power Authority
11767,LIPA in All Zones,Long Island Power Authority
11771,LIPA in All Zones,Long Island Power Authority
