,GEOID,NAME,variable,estimate,moe,geoid_int,sf_tag,area,coverage,dac_coverage,pre_screened_coverage
1772,14011,ZCTA5 14011,S1901_C01_012,66178.0,4931.0,14011,0,173002392.9212598,0.4207981793836257,,
1773,12737,ZCTA5 12737,S1901_C01_012,78967.0,25031.0,12737,1,98607318.74521808,0.00022372076787920416,,
1774,13110,ZCTA5 13110,S1901_C01_012,81500.0,11024.0,13110,0,63498342.43920538,0.49295973770010904,,
1775,10704,ZCTA5 10704,S1901_C01_012,73165.0,3784.0,10704,0,7249202.880943288,,,
1776,11231,ZCTA5 11231,S1901_C01_012,100213.0,8824.0,11231,0,3781554.0737329405,,,
1777,11367,ZCTA5 11367,S1901_C01_012,57933.0,5390.0,11367,0,6629933.622773539,,,
1778,12493,ZCTA5 12493,S1901_C01_012,78359.0,59126.0,12493,0,18034650.850550786,,,
1779,10933,ZCTA5 10933,S1901_C01_012,94808.0,34252.0,10933,1,2807254.8947040844,,,
1780,11931,ZCTA5 11931,S1901_C01_012,,,11931,0,1384067.1047884992,,,
1781,13692,ZCTA5 13692,S1901_C01_012,41964.0,38980.0,13692,0,687275.3861643013,,,
1782,10590,ZCTA5 10590,S1901_C01_012,144722.0,25130.0,10590,0,36253655.37318266,0.9929357091100961,,
1783,13073,ZCTA5 13073,S1901_C01_012,68209.0,7157.0,13073,0,142188540.28324318,0.9713398746404,,
1784,10027,ZCTA5 10027,S1901_C01_012,46113.0,4847.0,10027,0,2203780.4580814373,,,
1785,13859,ZCTA5 13859,S1901_C01_012,54750.0,28014.0,13859,0,1327416.0968754536,0.9999999999999998,0.011198238365931893,
1786,11236,ZCTA5 11236,S1901_C01_012,67669.0,3399.0,11236,0,9402091.133334806,,,
1787,11558,ZCTA5 11558,S1901_C01_012,90753.0,6382.0,11558,0,5205398.584306655,,,
1788,14069,ZCTA5 14069,S1901_C01_012,66071.0,22927.0,14069,0,22053634.28829671,0.9999999999999994,,
1789,14105,ZCTA5 14105,S1901_C01_012,59625.0,3928.0,14105,0,122384973.39348334,,,
1790,13485,ZCTA5 13485,S1901_C01_012,50050.0,10241.0,13485,0,114517201.47909732,0.9999999999999998,,
1791,11215,ZCTA5 11215,S1901_C01_012,123583.0,4672.0,11215,0,5731058.264577746,,,
1792,10509,ZCTA5 10509,S1901_C01_012,102372.0,5182.0,10509,0,102041332.64272918,0.9995493901310328,,
1793,10983,ZCTA5 10983,S1901_C01_012,110250.0,10839.0,10983,1,5293182.795069077,,,
