,GEOID,NAME,variable,estimate,moe,geoid_int,sf_tag,area,coverage,dac_coverage,pre_screened_coverage
0,11550,ZCTA5 11550,S1901_C01_012,64097.0,4057.0,11550,0,11004445.898358017,,,
1,10171,ZCTA5 10171,S1901_C01_012,,,10171,0,12455.08424973114,,,
2,10110,ZCTA5 10110,S1901_C01_012,,,10110,0,26677.99024652058,,,
3,12758,ZCTA5 12758,S1901_C01_012,60368.0,8693.0,12758,0,397703044.3182898,0.9828706379785865,0.04096665144034232,
4,10282,ZCTA5 10282,S1901_C01_012,250001.0,,10282,0,201329.25880077624,,,
5,14212,ZCTA5 14212,S1901_C01_012,24060.0,3810.0,14212,0,4918492.273907839,0.27215246563530077,0.7276653835571161,0.4249184542816816
6,11956,ZCTA5 11956,S1901_C01_012,64917.0,4678.0,11956,0,3471731.241154286,,,
7,14788,ZCTA5 14788,S1901_C01_012,,,14788,0,555362.7793416537,,,
8,10040,ZCTA5 10040,S1901_C01_012,47137.0,2918.0,10040,0,948834.2231520654,,,
9,11501,ZCTA5 11501,S1901_C01_012,96079.0,5239.0,11501,0,5338018.474069007,,,
10,14035,ZCTA5 14035,S1901_C01_012,,,14035,0,556986.7218261893,,,
11,13617,ZCTA5 13617,S1901_C01_012,60016.0,8463.0,13617,0,332799741.2191413,,,
12,13316,ZCTA5 13316,S1901_C01_012,47193.0,5792.0,13316,0,420175909.7682371,,,
13,13102,ZCTA5 13102,S1901_C01_012,,,13102,0,152475.58888113144,0.9999999999999996,,
14,12307,ZCTA5 12307,S1901_C01_012,21719.0,4515.0,12307,0,1852353.2564759061,,,
15,10605,ZCTA5 10605,S1901_C01_012,111399.0,9561.0,10605,0,13152407.815164082,,,
16,11207,ZCTA5 11207,S1901_C01_012,37243.0,1913.0,11207,0,6971398.695564266,,,
17,10456,ZCTA5 10456,S1901_C01_012,27106.0,1336.0,10456,0,2608523.88627614,,,
18,13343,ZCTA5 13343,S1901_C01_012,59167.0,6735.0,13343,0,147737075.1264058,,,
19,14456,ZCTA5 14456,S1901_C01_012,47522.0,3224.0,14456,0,202248720.20728338,1.000000000000001,0.020647157689560162,
20,11417,ZCTA5 11417,S1901_C01_012,73424.0,4228.0,11417,0,2908867.8026989535,,,
21,13440,ZCTA5 13440,S1901_C01_012,53067.0,2569.0,13440,0,295505965.80434185,,,
22,13856,ZCTA5 13856,S1901_C01_012,50764.0,6147.0,13856,0,490702068.79984707,0.999999999999999,0.0015665875453334426,
23,11104,ZCTA5 11104,S1901_C01_012,61269.0,5621.0,11104,0,998413.8003407328,,,
24,10024,ZCTA5 10024,S1901_C01_012,131668.0,7780.0,10024,0,2193090.34517406,,,
25,12456,ZCTA5 12456,S1901_C01_012,58611.0,14386.0,12456,0,1454083.0605719378,,,
26,10535,ZCTA5 10535,S1901_C01_012,,,10535,0,1407719.1349947748,1.0000000000000002,,
27,11212,ZCTA5 11212,S1901_C01_012,26239.0,1564.0,11212,0,3973647.030838038,,,
28,11694,ZCTA5 11694,S1901_C01_012,80976.0,6821.0,11694,0,3492252.772630032,,,
29,11415,ZCTA5 11415,S1901_C01_012,68294.0,3675.0,11415,0,1435600.7564509888,,,
30,11209,ZCTA5 11209,S1901_C01_012,72314.0,2583.0,11209,0,5604154.92553688,,,
31,10703,ZCTA5 10703,S1901_C01_012,64456.0,8059.0,10703,0,4551052.194036858,,,
32,11360,ZCTA5 11360,S1901_C01_012,86174.0,6949.0,11360,0,3699005.6171819894,,,
33,14854,ZCTA5 14854,S1901_C01_012,,,14854,0,57215.96300193229,1.0,,
34,13064,ZCTA5 13064,S1901_C01_012,,,13064,0,3412430.5038199127,,,
35,11451,ZCTA5 11451,S1901_C01_012,,,11451,0,92313.21704360876,,,
36,10026,ZCTA5 10026,S1901_C01_012,58884.0,6710.0,10026,0,867929.07336649,,,
37,14173,ZCTA5 14173,S1901_C01_012,,,14173,0,1494412.7330561813,0.0037463662381132497,,
38,14539,ZCTA5 14539,S1901_C01_012,54318.0,49915.0,14539,0,554718.3379474396,,,
39,11373,ZCTA5 11373,S1901_C01_012,51183.0,1925.0,11373,0,3936896.137041063,,,
40,10162,ZCTA5 10162,S1901_C01_012,188880.0,117068.0,10162,0,29655.373086282445,,,
41,11947,ZCTA5 11947,S1901_C01_012,,,11947,0,1687466.5420188692,,,
42,13325,ZCTA5 13325,S1901_C01_012,53250.0,9239.0,13325,0,200066045.1142181,,,
43,10503,ZCTA5 10503,S1901_C01_012,,,10503,0,32710.655401895383,,,
44,11096,ZCTA5 11096,S1901_C01_012,56917.0,8052.0,11096,0,4765588.235417709,,,
45,11355,ZCTA5 11355,S1901_C01_012,39207.0,2365.0,11355,0,4515946.044370239,,,
46,13677,ZCTA5 13677,S1901_C01_012,,,13677,0,599502.718814199,,,
47,10168,ZCTA5 10168,S1901_C01_012,,,10168,0,13195.167969980743,,,
48,11235,ZCTA5 11235,S1901_C01_012,52538.0,2028.0,11235,0,6240815.801488504,,,
49,10459,ZCTA5 10459,S1901_C01_012,27687.0,1741.0,10459,0,2133619.2453040723,,,
50,11425,ZCTA5 11425,S1901_C01_012,,,11425,0,88025.15921346846,,,
51,10170,ZCTA5 10170,S1901_C01_012,,,10170,0,24882.512253015346,,,
52,10032,ZCTA5 10032,S1901_C01_012,50391.0,6079.0,10032,0,1713506.9804904228,,,
53,13368,ZCTA5 13368,S1901_C01_012,46765.0,5664.0,13368,0,120589677.16688748,,,
54,10152,ZCTA5 10152,S1901_C01_012,,,10152,0,12407.998125503134,,,
55,11575,ZCTA5 11575,S1901_C01_012,80574.0,10764.0,11575,0,4626227.873957342,,,
56,11005,ZCTA5 11005,S1901_C01_012,62993.0,21656.0,11005,0,470332.42353055516,,,
57,14727,ZCTA5 14727,S1901_C01_012,49481.0,4342.0,14727,0,283213382.60608256,,,
58,11429,ZCTA5 11429,S1901_C01_012,83240.0,5390.0,11429,0,3325615.437933583,,,
59,11223,ZCTA5 11223,S1901_C01_012,50108.0,2992.0,11223,0,5372035.339829557,,,
60,10020,ZCTA5 10020,S1901_C01_012,,,10020,0,56334.44729955577,,,
61,11103,ZCTA5 11103,S1901_C01_012,71437.0,2685.0,11103,0,1814446.5439759786,,,
62,11412,ZCTA5 11412,S1901_C01_012,78517.0,4508.0,11412,0,4269293.956982863,,,
63,13210,ZCTA5 13210,S1901_C01_012,29100.0,3627.0,13210,0,11817925.925818045,,,
64,12997,ZCTA5 12997,S1901_C01_012,60547.0,11607.0,12997,0,168947937.9010929,0.9993521559524672,,
65,10976,ZCTA5 10976,S1901_C01_012,63875.0,40239.0,10976,1,2961387.217873924,,,
66,13675,ZCTA5 13675,S1901_C01_012,64605.0,45033.0,13675,0,3158376.560266045,,,
67,10018,ZCTA5 10018,S1901_C01_012,108914.0,12194.0,10018,0,868123.1178319455,,,
68,11554,ZCTA5 11554,S1901_C01_012,105192.0,8135.0,11554,0,16237623.907700127,,,
69,10153,ZCTA5 10153,S1901_C01_012,,,10153,0,12266.32582565453,,,
70,12983,ZCTA5 12983,S1901_C01_012,54478.0,4109.0,12983,0,597510581.8426365,2.8537037289138624e-06,,
71,10030,ZCTA5 10030,S1901_C01_012,37232.0,4382.0,10030,0,729369.3454144854,,,
72,10044,ZCTA5 10044,S1901_C01_012,100441.0,14591.0,10044,0,579907.7299429267,,,
73,11752,ZCTA5 11752,S1901_C01_012,107470.0,16048.0,11752,0,9660848.29039105,,,
74,14475,ZCTA5 14475,S1901_C01_012,49750.0,34992.0,14475,0,3915783.0288926833,,,
75,13367,ZCTA5 13367,S1901_C01_012,53689.0,3560.0,13367,0,1217696529.6336184,0.00016653167688050535,,
76,14619,ZCTA5 14619,S1901_C01_012,37801.0,3415.0,14619,0,3768455.888967936,,,
77,12089,ZCTA5 12089,S1901_C01_012,97500.0,2513.0,12089,0,1524900.9991287286,,,
78,10165,ZCTA5 10165,S1901_C01_012,,,10165,0,13041.687438768737,,,
79,10128,ZCTA5 10128,S1901_C01_012,114010.0,9326.0,10128,0,1213553.4190623353,,,
80,11702,ZCTA5 11702,S1901_C01_012,123929.0,11789.0,11702,0,24100553.562525913,,,
81,10271,ZCTA5 10271,S1901_C01_012,,,10271,0,6769.616780700391,,,
82,12585,ZCTA5 12585,S1901_C01_012,82557.0,43621.0,12585,0,12944166.634915743,,,
83,11507,ZCTA5 11507,S1901_C01_012,129613.0,8972.0,11507,0,2819797.88922098,,,
84,10111,ZCTA5 10111,S1901_C01_012,,,10111,0,4794.987279662998,,,
85,10505,ZCTA5 10505,S1901_C01_012,,,10505,0,1707802.0411544219,1.0,,
86,13845,ZCTA5 13845,S1901_C01_012,,,13845,0,993707.3626171384,1.0000000000000002,,
87,10993,ZCTA5 10993,S1901_C01_012,50559.0,11951.0,10993,1,3056673.6629607063,,,
88,11416,ZCTA5 11416,S1901_C01_012,67461.0,7542.0,11416,0,1692584.7519645323,,,
89,11219,ZCTA5 11219,S1901_C01_012,39295.0,2024.0,11219,0,3841711.7254471043,,,
90,14169,ZCTA5 14169,S1901_C01_012,31765.0,9640.0,14169,0,777113.0172778661,1.0000000000000002,,
91,10553,ZCTA5 10553,S1901_C01_012,71477.0,9636.0,10553,0,1773675.9139809944,,,
92,13640,ZCTA5 13640,S1901_C01_012,46581.0,2594.0,13640,0,32565393.859795447,,,
93,10029,ZCTA5 10029,S1901_C01_012,34016.0,2450.0,10029,0,2110726.900885315,,,
94,10280,ZCTA5 10280,S1901_C01_012,169844.0,18596.0,10280,0,287361.24689393945,,,
95,10112,ZCTA5 10112,S1901_C01_012,,,10112,0,15234.370107387103,,,
96,14527,ZCTA5 14527,S1901_C01_012,51875.0,6746.0,14527,0,350490977.75819355,0.984275008224067,0.18645252998317116,
97,14537,ZCTA5 14537,S1901_C01_012,,,14537,0,866718.0812988324,1.0,0.9999847451562643,
98,14542,ZCTA5 14542,S1901_C01_012,,,14542,0,4787009.991829179,,,
99,14586,ZCTA5 14586,S1901_C01_012,81792.0,9598.0,14586,0,29283886.49979505,,,
100,14592,ZCTA5 14592,S1901_C01_012,57250.0,52355.0,14592,0,395922.408028954,,,
101,12866,ZCTA5 12866,S1901_C01_012,80151.0,4478.0,12866,0,183875877.47422993,0.06594036550213639,,
102,11709,ZCTA5 11709,S1901_C01_012,105469.0,8304.0,11709,0,4913519.755208979,,,
103,11721,ZCTA5 11721,S1901_C01_012,139226.0,19233.0,11721,0,8122175.62990283,,,
104,11220,ZCTA5 11220,S1901_C01_012,47079.0,2852.0,11220,0,4427773.0046242345,,,
105,12885,ZCTA5 12885,S1901_C01_012,46280.0,6644.0,12885,0,190648452.90945998,,,
106,12887,ZCTA5 12887,S1901_C01_012,54231.0,10570.0,12887,0,218870977.1557162,0.026008763531360345,,
107,12911,ZCTA5 12911,S1901_C01_012,,,12911,0,337878.740876151,1.0,0.9527597696632261,
108,11509,ZCTA5 11509,S1901_C01_012,141250.0,28311.0,11509,0,2913477.74686083,,,
109,11549,ZCTA5 11549,S1901_C01_012,,,11549,0,182316.77601764427,,,
110,11556,ZCTA5 11556,S1901_C01_012,,,11556,0,161487.59414838738,,,
111,11561,ZCTA5 11561,S1901_C01_012,96163.0,4727.0,11561,0,10897917.942375222,,,
112,14201,ZCTA5 14201,S1901_C01_012,26771.0,4394.0,14201,0,2794311.5061030835,,,
113,10979,ZCTA5 10979,S1901_C01_012,,,10979,1,369553.0632190159,,,
114,11565,ZCTA5 11565,S1901_C01_012,120890.0,15333.0,11565,0,2861779.924392668,,,
115,11569,ZCTA5 11569,S1901_C01_012,153398.0,42401.0,11569,0,1033167.2051023862,,,
116,12767,ZCTA5 12767,S1901_C01_012,74688.0,43033.0,12767,0,7689293.800485683,1.0,,
117,12776,ZCTA5 12776,S1901_C01_012,55398.0,6320.0,12776,0,287223107.33720404,1.0000000000000004,,
118,12789,ZCTA5 12789,S1901_C01_012,47028.0,12757.0,12789,0,25130820.70964159,0.9999990412227076,1.0000000000000062,
119,12206,ZCTA5 12206,S1901_C01_012,30870.0,3292.0,12206,0,5526070.30997933,,,
120,10013,ZCTA5 10013,S1901_C01_012,105442.0,9196.0,10013,0,1425592.5424327666,,,
121,10075,ZCTA5 10075,S1901_C01_012,137146.0,21714.0,10075,0,405983.5306131027,,,
122,10199,ZCTA5 10199,S1901_C01_012,,,10199,0,65235.46882109219,,,
123,13601,ZCTA5 13601,S1901_C01_012,46683.0,2207.0,13601,0,370816063.12443495,,,
124,13605,ZCTA5 13605,S1901_C01_012,52212.0,7428.0,13605,0,210257360.08130687,,,
125,12177,ZCTA5 12177,S1901_C01_012,58250.0,45105.0,12177,0,1727398.9877461698,,,
126,10037,ZCTA5 10037,S1901_C01_012,45041.0,4626.0,10037,0,672888.1603241238,,,
127,10115,ZCTA5 10115,S1901_C01_012,,,10115,0,6610.142771412958,,,
128,12085,ZCTA5 12085,S1901_C01_012,31902.0,15854.0,12085,0,431776.33375583176,,,
129,10279,ZCTA5 10279,S1901_C01_012,,,10279,0,10791.714048846976,,,
130,11751,ZCTA5 11751,S1901_C01_012,104381.0,4875.0,11751,0,11981143.368483922,,,
131,11767,ZCTA5 11767,S1901_C01_012,121968.0,11252.0,11767,0,10851767.683658559,,,
132,14302,ZCTA5 14302,S1901_C01_012,,,14302,0,35930.78005147144,,,
133,14424,ZCTA5 14424,S1901_C01_012,62717.0,3904.0,14424,0,329267440.56811976,0.15070050772327775,5.351331691266416e-25,
134,14437,ZCTA5 14437,S1901_C01_012,49398.0,7131.0,14437,0,320984488.25334007,0.9436211006775059,,
135,14441,ZCTA5 14441,S1901_C01_012,56250.0,9345.0,14441,0,914208.1270823722,1.0000000000000002,1.0000000000000002,
136,13116,ZCTA5 13116,S1901_C01_012,56048.0,3323.0,13116,0,3421519.5757765057,,,
137,10471,ZCTA5 10471,S1901_C01_012,85707.0,4043.0,10471,0,6699819.302717991,,,
138,11204,ZCTA5 11204,S1901_C01_012,49785.0,2179.0,11204,0,4071551.7194565614,,,
139,11239,ZCTA5 11239,S1901_C01_012,27104.0,4882.0,11239,0,1605029.016560053,,,
140,11233,ZCTA5 11233,S1901_C01_012,40449.0,2341.0,11233,0,3500204.8648991855,,,
141,12490,ZCTA5 12490,S1901_C01_012,,,12490,0,1370539.5878058693,,,
142,13672,ZCTA5 13672,S1901_C01_012,57650.0,8196.0,13672,0,326938853.93420976,,,
143,14068,ZCTA5 14068,S1901_C01_012,78705.0,20368.0,14068,0,8974585.475234525,,,
144,14102,ZCTA5 14102,S1901_C01_012,89792.0,18236.0,14102,0,9896230.91506733,1.0,,
145,11778,ZCTA5 11778,S1901_C01_012,92731.0,8809.0,11778,0,17777112.047608715,,,
146,11789,ZCTA5 11789,S1901_C01_012,98148.0,13725.0,11789,0,4317438.22677111,,,
147,11794,ZCTA5 11794,S1901_C01_012,,,11794,0,722482.5949936184,,,
148,11796,ZCTA5 11796,S1901_C01_012,101250.0,29757.0,11796,0,3792239.9136530575,,,
149,11934,ZCTA5 11934,S1901_C01_012,93512.0,10293.0,11934,0,13163620.254914938,,,
150,11948,ZCTA5 11948,S1901_C01_012,132813.0,122620.0,11948,0,7034410.011209891,,,
151,11955,ZCTA5 11955,S1901_C01_012,62105.0,4194.0,11955,0,7994355.473889663,,,
152,14125,ZCTA5 14125,S1901_C01_012,60573.0,11163.0,14125,0,92396154.42805465,,,
153,14135,ZCTA5 14135,S1901_C01_012,,,14135,0,2661155.7109585223,,,
154,14168,ZCTA5 14168,S1901_C01_012,,,14168,0,101431.81207748032,0.9981786449986018,2.5827818352420514e-10,
155,14204,ZCTA5 14204,S1901_C01_012,23886.0,4462.0,14204,0,4666967.906523767,,,
156,14216,ZCTA5 14216,S1901_C01_012,57416.0,4194.0,14216,0,7219384.570597578,,,
157,12414,ZCTA5 12414,S1901_C01_012,39625.0,6194.0,12414,0,155863884.0312367,,,
158,12416,ZCTA5 12416,S1901_C01_012,25800.0,12333.0,12416,0,13158604.357209653,0.8928869892268324,,
159,12438,ZCTA5 12438,S1901_C01_012,,,12438,0,1265328.6568732853,1.0000000000000004,,
160,10601,ZCTA5 10601,S1901_C01_012,65435.0,10059.0,10601,0,1614792.2054372472,,,
161,11421,ZCTA5 11421,S1901_C01_012,72066.0,4088.0,11421,0,3294493.6844053306,,,
162,12814,ZCTA5 12814,S1901_C01_012,49602.0,13039.0,12814,0,118314760.71672979,,,
163,12827,ZCTA5 12827,S1901_C01_012,65284.0,8469.0,12827,0,322933804.1824538,5.283233196972223e-05,,
164,12832,ZCTA5 12832,S1901_C01_012,45423.0,2843.0,12832,0,209473594.78328612,0.8611617719999884,,
165,12448,ZCTA5 12448,S1901_C01_012,123807.0,60937.0,12448,0,30764456.011757195,,,
166,14881,ZCTA5 14881,S1901_C01_012,117885.0,30335.0,14881,0,3170535.414405567,1.0,,
167,14901,ZCTA5 14901,S1901_C01_012,30375.0,2683.0,14901,0,98692945.42587776,0.9999880797049938,0.09895217783963482,0.009652344416194067
168,13126,ZCTA5 13126,S1901_C01_012,51460.0,3089.0,13126,0,263951506.22102088,,,
169,13607,ZCTA5 13607,S1901_C01_012,49048.0,6398.0,13607,0,46420102.54530479,,,
170,13619,ZCTA5 13619,S1901_C01_012,53566.0,4802.0,13619,0,286056769.7813598,,,
171,13623,ZCTA5 13623,S1901_C01_012,,,13623,0,1005077.9050928534,,,
172,13624,ZCTA5 13624,S1901_C01_012,74505.0,9517.0,13624,0,165949427.34381264,,,
173,13643,ZCTA5 13643,S1901_C01_012,,,13643,0,92489.7776639311,,,
174,13647,ZCTA5 13647,S1901_C01_012,,,13647,0,237190.92646227358,,,
175,12574,ZCTA5 12574,S1901_C01_012,,,12574,0,1311605.0406865967,,,
176,11693,ZCTA5 11693,S1901_C01_012,59431.0,7804.0,11693,0,2550926.9515112094,,,
177,13045,ZCTA5 13045,S1901_C01_012,52726.0,2492.0,13045,0,276317848.888833,0.18280540377929927,0.026692470762115242,
178,13051,ZCTA5 13051,S1901_C01_012,,,13051,0,612632.6814610066,,,
179,13062,ZCTA5 13062,S1901_C01_012,,,13062,0,427764.7713150512,1.000000000000001,,
180,13076,ZCTA5 13076,S1901_C01_012,62614.0,16204.0,13076,0,39614570.745271295,,,
181,12742,ZCTA5 12742,S1901_C01_012,31167.0,29528.0,12742,0,5582573.157897576,1.0000000000000002,0.9999999999999851,
182,12751,ZCTA5 12751,S1901_C01_012,50185.0,14331.0,12751,0,10072993.73523059,0.9999999999999996,0.9992837681516276,
183,13420,ZCTA5 13420,S1901_C01_012,54787.0,13288.0,13420,0,596095289.2828786,,,
184,13421,ZCTA5 13421,S1901_C01_012,53179.0,6328.0,13421,0,108814180.11193337,0.052416174432070646,0.6642951491263467,
185,13435,ZCTA5 13435,S1901_C01_012,67778.0,19561.0,13435,0,561960.5281365244,,,
186,13471,ZCTA5 13471,S1901_C01_012,53158.0,6439.0,13471,0,243473560.63610196,,,
187,13087,ZCTA5 13087,S1901_C01_012,62500.0,45410.0,13087,0,959838.3170193536,,,
188,13113,ZCTA5 13113,S1901_C01_012,85938.0,19512.0,13113,0,1337687.7140631147,,,
189,13117,ZCTA5 13117,S1901_C01_012,55000.0,16052.0,13117,0,2110417.443689017,1.0,,
190,12937,ZCTA5 12937,S1901_C01_012,45880.0,5885.0,12937,0,84591782.96469422,,,
191,12970,ZCTA5 12970,S1901_C01_012,56250.0,29138.0,12970,0,139274459.7659236,,,
192,12975,ZCTA5 12975,S1901_C01_012,53563.0,12989.0,12975,0,7381505.572793825,0.9999999999999999,6.507844154011871e-06,
193,12978,ZCTA5 12978,S1901_C01_012,,,12978,0,6751873.985630026,1.0000000000000002,,
194,12986,ZCTA5 12986,S1901_C01_012,56402.0,5979.0,12986,0,646459086.2732624,1.1214626149049261e-05,,
195,13020,ZCTA5 13020,S1901_C01_012,75750.0,24887.0,13020,0,1213242.7364943416,,,
196,13021,ZCTA5 13021,S1901_C01_012,51709.0,3433.0,13021,0,311356278.41201615,0.9523157603811148,0.05115665353335516,
197,11020,ZCTA5 11020,S1901_C01_012,135938.0,20153.0,11020,0,5158091.766766697,,,
198,13784,ZCTA5 13784,S1901_C01_012,43750.0,31374.0,13784,0,1213592.8087109486,1.0,,
199,12455,ZCTA5 12455,S1901_C01_012,44550.0,9310.0,12455,0,201203281.51426673,1.0000000000000016,,
200,12466,ZCTA5 12466,S1901_C01_012,72031.0,7087.0,12466,0,2670389.170938053,,,
201,12530,ZCTA5 12530,S1901_C01_012,,,12530,0,894783.7917146513,0.013156499713763314,,
202,12534,ZCTA5 12534,S1901_C01_012,48878.0,3849.0,12534,0,228144111.6755046,0.1285692589567852,0.24084562640081775,
203,12547,ZCTA5 12547,S1901_C01_012,93813.0,9882.0,12547,0,27223204.75477856,,,
204,12722,ZCTA5 12722,S1901_C01_012,,,12722,1,703992.4161284261,0.003255077267651937,,
205,13333,ZCTA5 13333,S1901_C01_012,,,13333,0,4376866.697193704,1.0,,
206,13338,ZCTA5 13338,S1901_C01_012,44904.0,10443.0,13338,0,642446624.259346,,,
207,13134,ZCTA5 13134,S1901_C01_012,76563.0,55668.0,13134,0,212369.3997487768,0.9999999999999999,0.9999999999999999,
208,13163,ZCTA5 13163,S1901_C01_012,45417.0,24519.0,13163,0,1392122.0360801655,,,
209,13205,ZCTA5 13205,S1901_C01_012,31582.0,2187.0,13205,0,8964964.24111615,,,
210,13211,ZCTA5 13211,S1901_C01_012,47282.0,5757.0,13211,0,12145761.708365366,,,
211,13290,ZCTA5 13290,S1901_C01_012,,,13290,0,669922.5182137472,,,
212,13309,ZCTA5 13309,S1901_C01_012,57846.0,5595.0,13309,0,377764133.9338607,,,
213,13341,ZCTA5 13341,S1901_C01_012,115735.0,62044.0,13341,0,471099.76940512407,,,
214,13365,ZCTA5 13365,S1901_C01_012,51520.0,5046.0,13365,0,350890462.4635196,,,
215,13410,ZCTA5 13410,S1901_C01_012,70938.0,31997.0,13410,0,288474.31914564775,,,
216,13662,ZCTA5 13662,S1901_C01_012,50154.0,5979.0,13662,0,245499481.49197772,,,
217,10009,ZCTA5 10009,S1901_C01_012,61548.0,4133.0,10009,0,1536465.5233151733,,,
218,10522,ZCTA5 10522,S1901_C01_012,138477.0,20145.0,10522,0,6311930.010092222,,,
219,10177,ZCTA5 10177,S1901_C01_012,,,10177,0,2705.893686600341,,,
220,14585,ZCTA5 14585,S1901_C01_012,51250.0,6464.0,14585,0,122083.73878755492,,,
221,14070,ZCTA5 14070,S1901_C01_012,44023.0,4336.0,14070,0,132970275.28578858,0.6230255573431033,0.1608695913674962,
222,10454,ZCTA5 10454,S1901_C01_012,21149.0,2710.0,10454,0,2722379.771875876,,,
223,12024,ZCTA5 12024,S1901_C01_012,,,12024,0,2680791.6884322427,1.0,,
224,12816,ZCTA5 12816,S1901_C01_012,51480.0,3023.0,12816,0,164441979.1234997,0.07713703182678835,,
225,14721,ZCTA5 14721,S1901_C01_012,47500.0,22342.0,14721,0,9616407.456980938,,,
226,10173,ZCTA5 10173,S1901_C01_012,,,10173,0,12281.714708265985,,,
227,10023,ZCTA5 10023,S1901_C01_012,130452.0,9298.0,10023,0,1272189.902796782,,,
228,11973,ZCTA5 11973,S1901_C01_012,,,11973,0,11321096.890098348,,,
229,10006,ZCTA5 10006,S1901_C01_012,176250.0,23813.0,10006,0,253106.56570164918,,,
230,12884,ZCTA5 12884,S1901_C01_012,58036.0,24142.0,12884,0,1279925.5444347465,,,
231,12007,ZCTA5 12007,S1901_C01_012,,,12007,0,3134771.984924998,,,
232,13069,ZCTA5 13069,S1901_C01_012,50293.0,3356.0,13069,0,286760676.67826563,,,
233,10010,ZCTA5 10010,S1901_C01_012,117923.0,10782.0,10010,0,1015145.2429010882,,,
234,10964,ZCTA5 10964,S1901_C01_012,124844.0,78603.0,10964,1,6456791.548036188,,,
235,12901,ZCTA5 12901,S1901_C01_012,48883.0,2799.0,12901,0,198265660.70519903,0.9371120380360386,0.13867093123838675,
236,10310,ZCTA5 10310,S1901_C01_012,72093.0,4069.0,10310,0,4420544.928417306,,,
237,12130,ZCTA5 12130,S1901_C01_012,,,12130,0,1514573.4546993428,,,
238,12150,ZCTA5 12150,S1901_C01_012,69432.0,7898.0,12150,0,3101303.246614535,,,
239,12161,ZCTA5 12161,S1901_C01_012,78730.0,17986.0,12161,0,1066887.5379589875,,,
240,12987,ZCTA5 12987,S1901_C01_012,51979.0,24234.0,12987,0,15980290.059783395,0.9999999999999998,,
241,12401,ZCTA5 12401,S1901_C01_012,52784.0,3308.0,12401,0,154451299.87775975,,,
242,12512,ZCTA5 12512,S1901_C01_012,,,12512,0,1159636.8519892606,,,
243,12752,ZCTA5 12752,S1901_C01_012,41202.0,3004.0,12752,0,4839753.620190475,1.0,,
244,10548,ZCTA5 10548,S1901_C01_012,84444.0,6885.0,10548,0,6381369.752096104,,,
245,13642,ZCTA5 13642,S1901_C01_012,38438.0,4912.0,13642,0,477822161.5706794,,,
246,11221,ZCTA5 11221,S1901_C01_012,50153.0,2149.0,11221,0,3569068.159517089,,,
247,10517,ZCTA5 10517,S1901_C01_012,72067.0,42935.0,10517,0,847797.950508312,,,
248,12946,ZCTA5 12946,S1901_C01_012,63770.0,7963.0,12946,0,344932355.8487014,0.0024508700583964105,,
249,10455,ZCTA5 10455,S1901_C01_012,26801.0,2157.0,10455,0,1871702.8883935646,,,
250,10546,ZCTA5 10546,S1901_C01_012,199250.0,49789.0,10546,0,2925888.239670449,,,
251,11718,ZCTA5 11718,S1901_C01_012,122857.0,13626.0,11718,0,2457096.598977431,,,
252,11358,ZCTA5 11358,S1901_C01_012,66129.0,3457.0,11358,0,5047458.34852138,,,
253,10473,ZCTA5 10473,S1901_C01_012,41638.0,1563.0,10473,0,5521136.189770792,,,
254,10537,ZCTA5 10537,S1901_C01_012,103021.0,39308.0,10537,0,3042032.507489816,0.8277633400813459,2.0917151401132e-07,
255,10552,ZCTA5 10552,S1901_C01_012,74427.0,9601.0,10552,0,4289113.559993725,,,
256,12122,ZCTA5 12122,S1901_C01_012,49289.0,5711.0,12122,0,280544690.01225203,0.05504802417175357,,
257,10028,ZCTA5 10028,S1901_C01_012,125140.0,9597.0,10028,0,813215.9207829641,,,
258,12029,ZCTA5 12029,S1901_C01_012,92500.0,11606.0,12029,0,52672666.33383043,0.9984639707743258,,
259,12040,ZCTA5 12040,S1901_C01_012,40833.0,12031.0,12040,0,3387475.2526548104,0.9999999999999999,,
260,11217,ZCTA5 11217,S1901_C01_012,107362.0,8051.0,11217,0,1910240.856379261,,,
261,11230,ZCTA5 11230,S1901_C01_012,49541.0,1921.0,11230,0,4733209.871394077,,,
262,11363,ZCTA5 11363,S1901_C01_012,104792.0,17677.0,11363,0,2333582.4380711378,,,
263,11369,ZCTA5 11369,S1901_C01_012,54121.0,3234.0,11369,0,2823520.235363624,,,
264,11413,ZCTA5 11413,S1901_C01_012,86324.0,3916.0,11413,0,8052143.2282090485,,,
265,11418,ZCTA5 11418,S1901_C01_012,66570.0,4296.0,11418,0,4287544.501666206,,,
266,11427,ZCTA5 11427,S1901_C01_012,74581.0,3799.0,11427,0,4103287.9813179206,,,
267,13843,ZCTA5 13843,S1901_C01_012,51207.0,7253.0,13843,0,140808151.24852774,0.9999999999999982,,
268,12174,ZCTA5 12174,S1901_C01_012,86000.0,53396.0,12174,0,2989830.923017091,7.882242082212507e-08,,
269,14774,ZCTA5 14774,S1901_C01_012,65417.0,48613.0,14774,0,449893.9683521409,,,
270,14808,ZCTA5 14808,S1901_C01_012,52386.0,14147.0,14808,0,8742812.99572927,1.0000000000000004,,
271,14810,ZCTA5 14810,S1901_C01_012,41079.0,3434.0,14810,0,313383754.3473111,0.9762547938980944,0.5792338066793062,
272,14827,ZCTA5 14827,S1901_C01_012,65429.0,15918.0,14827,0,234098.62508950348,1.0000000000000004,,
