"","GEOID","NAME","variable","estimate","moe","geoid_int","sf_tag","area","intersection_area","coverage","pre_screened","dac","Utility"
"519","12738","ZCTA5 12738","S1901_C01_012",61645,17907,12738,FALSE,17096572.9132836,17046715.7703893,0.997083793158598,FALSE,TRUE,"NYSEG"
"520","13314","ZCTA5 13314","S1901_C01_012",50469,20865,13314,FALSE,10140240.2321167,10140240.2321176,1.00000000000008,FALSE,FALSE,"NYSEG"
"521","12441","ZCTA5 12441","S1901_C01_012",NA,NA,12441,FALSE,16299047.8340725,16299047.8340817,1.00000000000056,FALSE,FALSE,"NYSEG"
"522","14838","ZCTA5 14838","S1901_C01_012",60368,8217,14838,FALSE,93673186.4869047,93673186.4868916,0.99999999999986,FALSE,FALSE,"NYSEG"
"523","13348","ZCTA5 13348","S1901_C01_012",61133,10298,13348,FALSE,95742395.0025601,95742395.0026147,1.00000000000057,FALSE,FALSE,"NYSEG"
"524","13148","ZCTA5 13148","S1901_C01_012",55621,3625,13148,FALSE,163812391.927081,163812391.927152,1.00000000000043,FALSE,TRUE,"NYSEG"
"525","13165","ZCTA5 13165","S1901_C01_012",54973,3248,13165,FALSE,176560756.998004,176560756.998003,0.999999999999992,FALSE,TRUE,"NYSEG"
"526","13491","ZCTA5 13491","S1901_C01_012",57557,5227,13491,FALSE,187113056.64417,186344667.830846,0.995893451653753,FALSE,FALSE,"NYSEG"
"527","13842","ZCTA5 13842","S1901_C01_012",54375,17215,13842,FALSE,32608343.5819512,32608343.5819033,0.999999999998531,FALSE,FALSE,"NYSEG"
"528","12468","ZCTA5 12468","S1901_C01_012",50417,8062,12468,FALSE,113096126.271281,78317660.2331835,0.692487557401608,FALSE,FALSE,"NYSEG"
"529","12075","ZCTA5 12075","S1901_C01_012",65144,13073,12075,FALSE,102147347.561607,101424957.508485,0.99292796073156,FALSE,FALSE,"NYSEG"
"530","14837","ZCTA5 14837","S1901_C01_012",54704,5871,14837,FALSE,209599239.356113,209599239.356089,0.999999999999886,FALSE,TRUE,"NYSEG"
"531","13838","ZCTA5 13838","S1901_C01_012",36815,10466,13838,FALSE,27022149.6013296,27022149.6013097,0.999999999999265,FALSE,TRUE,"NYSEG"
"532","13861","ZCTA5 13861","S1901_C01_012",75700,34089,13861,FALSE,11457722.5276503,11457722.5276581,1.00000000000068,FALSE,FALSE,"NYSEG"
"533","14530","ZCTA5 14530","S1901_C01_012",52599,5921,14530,FALSE,128625482.979492,125696705.770944,0.977230194665127,FALSE,FALSE,"NYSEG"
"534","12788","ZCTA5 12788","S1901_C01_012",65060,8466,12788,FALSE,61438420.0237381,55370239.7029448,0.901231504351044,FALSE,TRUE,"NYSEG"
"535","14541","ZCTA5 14541","S1901_C01_012",58382,7510,14541,FALSE,127734367.394409,127734367.394378,0.99999999999976,FALSE,FALSE,"NYSEG"
"536","12060","ZCTA5 12060","S1901_C01_012",75469,9743,12060,FALSE,89583485.8827244,89580770.2225242,0.999969685705201,FALSE,FALSE,"NYSEG"
"537","13787","ZCTA5 13787","S1901_C01_012",46013,8231,13787,FALSE,165745982.031235,165745982.031174,0.999999999999636,FALSE,FALSE,"NYSEG"
"538","13806","ZCTA5 13806","S1901_C01_012",41000,13906,13806,FALSE,8003252.70018404,8003252.70015911,0.999999999996885,FALSE,FALSE,"NYSEG"
"539","13346","ZCTA5 13346","S1901_C01_012",67045,14118,13346,FALSE,100396391.339017,95448419.1925726,0.950715637480074,FALSE,FALSE,"NYSEG"
"540","12852","ZCTA5 12852","S1901_C01_012",50000,11220,12852,FALSE,329645356.402121,269549690.223113,0.817696002652926,FALSE,FALSE,"NYSEG"
"541","14809","ZCTA5 14809","S1901_C01_012",50208,2801,14809,FALSE,144470364.882173,144470364.882188,1.0000000000001,FALSE,TRUE,"NYSEG"
"542","12985","ZCTA5 12985","S1901_C01_012",41289,15393,12985,FALSE,143673276.440198,105902212.332132,0.737104456417215,FALSE,FALSE,"NYSEG"
"543","14011","ZCTA5 14011","S1901_C01_012",66178,4931,14011,FALSE,173002392.92126,72806102.1832858,0.420838700285624,FALSE,FALSE,"NYSEG"
"544","13110","ZCTA5 13110","S1901_C01_012",81500,11024,13110,FALSE,63498342.4392054,31297399.0866196,0.492885292503255,FALSE,FALSE,"NYSEG"
"545","10590","ZCTA5 10590","S1901_C01_012",144722,25130,10590,FALSE,36253655.3731827,35997619.5127425,0.992937653932972,FALSE,FALSE,"NYSEG"
"546","13073","ZCTA5 13073","S1901_C01_012",68209,7157,13073,FALSE,142188540.283243,138113610.936209,0.971341365915166,FALSE,FALSE,"NYSEG"
"547","13859","ZCTA5 13859","S1901_C01_012",54750,28014,13859,FALSE,1327416.09687545,1327416.09687542,0.999999999999978,FALSE,TRUE,"NYSEG"
"548","14069","ZCTA5 14069","S1901_C01_012",66071,22927,14069,FALSE,22053634.2882967,22053634.2882993,1.00000000000012,FALSE,FALSE,"NYSEG"
"549","13485","ZCTA5 13485","S1901_C01_012",50050,10241,13485,FALSE,114517201.479097,114517201.479108,1.00000000000009,FALSE,FALSE,"NYSEG"
"550","10509","ZCTA5 10509","S1901_C01_012",102372,5182,10509,FALSE,102041332.642729,101995359.191558,0.999549462458198,FALSE,FALSE,"NYSEG"
