id,name,load_zone,zipcodes
15,Rome Taberg,Interzonal,"{""list"":[""12180"",""14221"",""12866"",""14120"",""14150"",""13440"",""13601"",""12020"",""14215"",""13027"",""13501"",""12065"",""13126"",""14304"",""13502"",""12205"",""12804"",""12203"",""14226"",""12010"",""13090"",""12302"",""12303"",""12309"",""12306"",""13045"",""12078"",""12047"",""14217"",""14216"",""13088"",""14228"",""14020"",""13069"",""12144"",""14220"",""14223"",""12208"",""14213"",""13210"",""12110"",""14207"",""13212"",""13208"",""14211"",""13204"",""14760"",""14072"",""12189"",""12304"",""12534"",""14214"",""13206"",""14218"",""14420"",""12054"",""14206"",""12831"",""12801"",""14305"",""12206"",""13031"",""14048"",""13413"",""13057"",""13039"",""13205"",""14225"",""12182"",""13104"",""13203"",""14075"",""14210"",""13219"",""12308"",""13669"",""12839"",""14222"",""12095"",""13066"",""14051"",""13032"",""14301"",""14063"",""12210"",""13421"",""14092"",""14411"",""13215"",""13676"",""12953"",""13492"",""13207"",""12188"",""14201"",""14006"",""14103"",""13041"",""12202"",""12019"",""12211"",""13323"",""12828"",""13619"",""14204"",""12209"",""13350"",""14208"",""12204"",""12061"",""12983"",""13365"",""14094"",""12845"",""13367"",""13036"",""13037"",""13224"",""13078"",""12803"",""13142"",""12033"",""13624"",""12305"",""14482"",""12043"",""13642"",""12159"",""13214"",""14212"",""13035"",""14209"",""12009"",""14057"",""13617"",""14414"",""12134"",""12834"",""13029"",""13114"",""12025"",""13211"",""14068"",""14001"",""12186"",""13316"",""12307"",""12822"",""14464"",""14706"",""14303"",""12077"",""14085"",""13077"",""13135"",""12835"",""12885"",""14731"",""12883"",""12158"",""14472"",""14047"",""13339"",""14174"",""12090"",""14701"",""14132"",""14202"",""14487"",""14750"",""14727"",""12122"",""12184"",""12084"",""14470"",""13420"",""13202"",""12123"",""13607"",""14737"",""14108"",""13618"",""14895"",""13152"",""13637"",""14219"",""12887"",""12816"",""12117"",""14036"",""13403"",""12814"",""14423"",""14710"",""14131"",""12846"",""12833"",""13605"",""13082"",""13634"",""13646"",""12817"",""13340"",""14712"",""12526"",""13452"",""14067"",""14011"",""14105"",""13417"",""14471"",""13209"",""13438"",""12827"",""14546"",""12053"",""12871"",""14203"",""14172"",""13030"",""14485"",""12157"",""14738"",""12809"",""13074"",""13132"",""13456"",""12027"",""13329"",""12870"",""13317"",""13685"",""14042"",""12032"",""12148"",""14428"",""13131"",""12074"",""14454"",""14098"",""13159"",""13668"",""14435"",""14111"",""13648"",""12207"",""13476"",""12842"",""13679"",""13084"",""14125"",""13167"",""13650"",""14757"",""13116"",""12106"",""13471"",""13622"",""14722"",""12850"",""13354"",""12815"",""13478"",""13044"",""13308"",""12966"",""14775"",""14543"",""14101"",""14724"",""12072"",""13338"",""12068"",""14525"",""12197"",""13145"",""13042"",""14741"",""12056"",""13612"",""12154"",""12018"",""13407"",""14012"",""12523"",""13693"",""13327"",""13324"",""13658"",""13343"",""13606"",""13495"",""12928"",""14718"",""13626"",""14081"",""12853"",""13052"",""14058"",""14416"",""14782"",""13459"",""13656"",""14171"",""13302"",""13667"",""13416"",""13654"",""12094"",""13691"",""12993"",""13625"",""14770"",""12066"",""13157"",""13424"",""13101"",""14728"",""14476"",""14743"",""12824"",""13661"",""13363"",""12916"",""14468"",""12023"",""13076"",""13320"",""12980"",""13083"",""13304"",""14422"",""14477"",""14571"",""12974"",""13493"",""13660"",""13613"",""13697"",""13409"",""13120"",""14034"",""12859"",""12836"",""12086"",""12059"",""14040"",""12957"",""13694"",""14466"",""13616"",""14781"",""13433"",""13028"",""14469"",""12121"",""12185"",""13360"",""12108"",""13431"",""14005"",""14747"",""13158"",""12057"",""14028"",""12137"",""12164"",""13357"",""12913"",""13652"",""13063"",""13331"",""12175"",""13490"",""12173"",""12140"",""12190"",""12067"",""12513"",""12860"",""13620"",""12989"",""13428"",""13321"",""13640"",""14772"",""14013"",""12052"",""12937"",""13635"",""14880"",""12912"",""13608"",""13054"",""14008"",""14143"",""12198"",""14480"",""12808"",""13437"",""13322"",""14753"",""13312"",""12070"",""14767"",""13144"",""13664"",""13368"",""13672"",""13494"",""14070"",""14533"",""12166"",""13690"",""12130"",""12861"",""14054"",""13164"",""13309"",""13470"",""13325"",""14769"",""13630"",""14784"",""14091"",""12155"",""12062"",""12927"",""14126"",""14560"",""12969"",""13684"",""12138"",""12878"",""12967"",""13110"",""13319"",""12843"",""13615"",""14729"",""13680"",""14736"",""13118"",""12028"",""12139"",""12956"",""13061"",""14806"",""12035"",""14569"",""13436"",""14062"",""13477"",""13473"",""12857"",""13665"",""12960"",""12926"",""14779"",""12092"",""12156"",""12170"",""12851"",""13122"",""14897"",""12116"",""14733"",""12541"",""12150"",""13472"",""12160"",""13687"",""13406"",""13454"",""12085"",""13673"",""13659"",""12945"",""13469"",""12844"",""12810"",""13682"",""12838"",""14755"",""13692"",""14740"",""13670"",""12172"",""12930"",""13486"",""13112"",""14719"",""13123"",""12982"",""13681"",""12583"",""12914"",""12986"",""13303"",""12856"",""14167"",""14462"",""14136"",""12177"",""12149"",""14511"",""14129"",""12874"",""13410"",""12965"",""13621"",""13141"",""12863"",""14227"",""12837"",""12521"",""12841"",""14586"",""14065"",""13108"",""13641"",""14141"",""13647"",""12064"",""14716"",""14591"",""14783"",""12884"",""13162"",""12819"",""12174"",""12976"",""12998"",""12858"",""13305"",""14714"",""14787"",""13623"",""12041"",""12823"",""13138"",""14060"",""14592"",""12970"",""12981"",""12832"",""12082"",""14756"",""12008"",""12132"",""12036"",""13353"",""12855"",""13638"",""14785"",""13614"",""14752"",""12194"",""12571"",""14061"",""14585"",""13040"",""13643"",""13435"",""12131"",""12502"",""13675"",""13426"",""12821"",""13678"",""13345"",""12886"",""12063"",""13632"",""14027"",""12811"",""14539"",""14475"",""13021"",""12977"",""13655"",""13318"",""13651"",""14742"",""12939"",""12973"",""13611"",""12143"",""13087"",""14024"",""14056"",""12187"",""13163"",""14066"",""12071"",""12862"",""13103"",""13121"",""12089"",""13153"",""13636"",""13695"",""14486"",""13696"",""14031"",""13352"",""13301"",""13666"",""14029"",""12872"",""13483"",""14708"",""13111"",""14788"",""12171"",""12069"",""12050"",""12961"",""14559"",""13115"",""13053"",""13639"",""12031"",""14707"",""14748"",""14302"",""13479"",""13649"",""12073"",""13628"",""12196"",""13051"",""13677"",""14758"",""14004"",""13060"",""13645"",""12161"",""13674"",""14135"",""13119"",""13489"",""13633"",""14168"",""14112"",""14035"",""14479"",""12093"",""13341"",""14557"",""13404"",""12530"",""12046"",""12107"",""13627"",""12469"",""12922"",""13600"",""14510"",""13475"",""13738"",""14508"",""13609"",""12865"",""13361"",""12820"",""13137"",""13290"",""12864"",""13662"",""14488"",""14739"",""14467"",""12118"",""14723"",""14437"",""12181"",""13093"",""14735"",""12848"",""14429"",""12133"",""12151"",""14113"",""14766"",""13056"",""13671"",""14107"",""12877"",""12193"",""14623"",""14717"",""14452"",""12141"",""14558"",""14759"",""14173"",""13107"",""13803"",""13450"",""13631"",""13657"",""14430"",""12024"",""13043"",""13072"",""14009"",""12949"",""13491"",""12169"",""14010"",""12007"",""12847"",""13408"",""12075"",""12995"",""13020"",""14224"",""13488"",""14715"",""12127"",""13401"",""14530"",""14711"",""13430"",""13503"",""12917"",""13124"",""13155"",""13402"",""12016"",""12183"",""12873"",""12936"",""13686"",""14744"",""12128"",""14166"",""12938"",""13461"",""14032"",""14138"",""12301"",""13156"",""13201"",""14618"",""12045"",""12167"",""13136"",""13220"",""13328"",""13504"",""13125"",""14231"",""12037"",""12153"",""12201"",""12212"",""12222"",""12350"",""12955"",""13033"",""13753"",""14043"",""14205"",""14240"",""14306"",""14564"",""14620"",""14802"",""12099"",""12111"",""12152"",""12168"",""12223"",""12231"",""12238"",""12242"",""12288"",""12318"",""12345"",""12968"",""12991"",""12997"",""13012"",""13133"",""13218"",""13228"",""13257"",""13288"",""13405"",""13441"",""13467"",""13513"",""13602"",""13603"",""13604"",""13688"",""14021"",""14123"",""14127"",""14151"",""14250"",""14260"",""14545"",""14605"",""14608"",""14625"",""14843"",""14870"",""12147"",""12310"",""13231"",""13307"",""13336"",""13419"",""13683"",""13698"",""10598"",""13606"",""13601"",""13350"",""12409"",""12492"",""10980"",""12601""]}"
